trip_id,pickup_location_id,dropoff_location_id,vendor_id,pickup_datetime,estimated_dropoff_datetime,estimated_fare_amount
e4911d92c0,43,137,2,25-05-2024 07:57,25-05-2024 08:49,38.23999284
2b4f8690ce,66,249,2,25-05-2024 14:50,25-05-2024 15:26,60.61617661
167b0e914c,41,141,2,25-05-2024 08:42,25-05-2024 08:56,18.12246701
669bceee86,41,230,2,25-05-2024 12:49,25-05-2024 13:35,59.83863678
99d4462c76,244,238,2,25-05-2024 15:21,25-05-2024 15:42,23.13366582
380acb48e9,166,237,2,25-05-2024 18:53,25-05-2024 19:22,35.76096916
6592e5d481,43,161,2,25-05-2024 06:59,25-05-2024 07:33,23.18591762
32926df33d,74,239,2,25-05-2024 20:02,25-05-2024 20:12,51.17874287
6bf6372661,74,237,2,25-05-2024 23:52,26-05-2024 00:40,62.20921842
3fef02f6a5,74,142,2,25-05-2024 16:19,25-05-2024 16:43,75.7665317
ada9056bd3,75,224,2,25-05-2024 20:01,25-05-2024 20:27,84.61816909
c90bbb361d,41,140,2,25-05-2024 08:09,25-05-2024 09:03,31.51883833
8cd7e11a2f,41,50,2,25-05-2024 02:57,25-05-2024 03:43,49.09457454
ed9c06518f,74,140,2,25-05-2024 06:46,25-05-2024 07:09,13.67030837
17d3779452,152,48,2,25-05-2024 05:24,25-05-2024 05:43,87.65763141
3c412521fc,41,140,2,25-05-2024 23:39,25-05-2024 23:50,72.63994062
a2a4a67c44,75,142,2,25-05-2024 20:53,25-05-2024 21:30,70.1920992
2ea70eefb4,43,48,2,25-05-2024 11:42,25-05-2024 12:13,78.92620892
f381f81807,74,238,2,25-05-2024 15:34,25-05-2024 15:51,22.45458576
17f2108144,74,238,2,25-05-2024 20:18,25-05-2024 20:29,94.56393915
2c552098ca,75,137,2,25-05-2024 09:56,25-05-2024 10:22,72.65717868
113a009964,75,162,2,25-05-2024 12:52,25-05-2024 13:31,98.56254918
bae26755dd,43,48,2,25-05-2024 17:01,25-05-2024 17:52,29.78787453
f34de8a761,166,263,2,25-05-2024 13:05,25-05-2024 13:46,12.39609458
9e91eae5f4,152,237,2,25-05-2024 13:01,25-05-2024 13:35,85.8805291
bbdac83eb3,244,239,2,25-05-2024 20:56,25-05-2024 21:48,88.1254891
5fae069cfb,74,239,2,25-05-2024 14:17,25-05-2024 14:50,21.55875361
06b9cad4a4,43,48,2,25-05-2024 07:39,25-05-2024 08:13,79.13422602
a716797a11,166,237,2,25-05-2024 08:55,25-05-2024 09:05,70.2192491
d7ab067d26,74,142,2,25-05-2024 04:27,25-05-2024 05:21,32.27813185
c91addc0e1,75,229,2,25-05-2024 07:57,25-05-2024 08:24,43.11881726
fe6548aa20,74,239,2,25-05-2024 13:27,25-05-2024 13:40,16.93264714
9f8629d186,41,237,2,25-05-2024 20:12,25-05-2024 20:29,21.49680727
f4ca1c0201,166,237,2,25-05-2024 06:36,25-05-2024 06:58,13.67453428
33990cec7f,74,141,2,25-05-2024 04:49,25-05-2024 05:28,25.72603214
cbfc27fc8d,166,142,2,25-05-2024 11:31,25-05-2024 11:42,63.0504381
32b8acb51c,74,262,1,25-05-2024 18:26,25-05-2024 19:20,47.87687554
44ecd88d0a,7,141,2,25-05-2024 07:15,25-05-2024 07:44,94.5654556
bd6160e83f,75,79,2,25-05-2024 20:03,25-05-2024 20:53,46.78695362
b8f6363603,75,143,2,25-05-2024 09:15,25-05-2024 09:51,87.23075901
714088f72f,152,236,2,25-05-2024 05:12,25-05-2024 06:09,48.31242968
334d399ceb,75,234,2,25-05-2024 02:11,25-05-2024 02:22,49.46533016
1b866a13dc,116,50,2,25-05-2024 00:37,25-05-2024 00:59,68.38068138
ba75684b3e,74,239,2,25-05-2024 23:04,25-05-2024 23:36,70.63317803
8ac52f42ae,74,239,2,25-05-2024 08:23,25-05-2024 09:06,11.39470097
902b9de8a9,74,140,2,25-05-2024 02:38,25-05-2024 03:28,59.86738306
83ac15d2bf,244,239,2,25-05-2024 09:21,25-05-2024 10:16,69.40714751
a5581e0e21,75,164,2,25-05-2024 03:17,25-05-2024 03:41,59.00201007
3f33a1cb6c,75,161,2,25-05-2024 16:15,25-05-2024 17:04,25.1640409
01e21fc39f,244,238,2,25-05-2024 06:20,25-05-2024 06:30,24.38148606
6edef74619,24,151,2,25-05-2024 23:36,25-05-2024 23:59,80.21049423
984ea219f9,74,244,2,25-05-2024 21:04,25-05-2024 21:28,70.84833494
741aabb9c3,41,243,2,25-05-2024 11:36,25-05-2024 12:25,77.16818284
2c5b965576,75,116,2,25-05-2024 23:32,26-05-2024 00:18,14.15014099
b68bff700b,83,145,2,25-05-2024 03:00,25-05-2024 03:54,29.0132533
5f8cb865ee,41,243,2,25-05-2024 03:10,25-05-2024 03:46,56.67147399
e0ebd88674,95,138,2,25-05-2024 07:08,25-05-2024 07:59,24.40249075
d50d71424d,41,247,2,25-05-2024 09:49,25-05-2024 10:28,16.40307772
d73e435544,41,243,2,25-05-2024 19:37,25-05-2024 19:44,20.04510981
97c50a385e,244,151,2,25-05-2024 08:53,25-05-2024 09:04,53.69258867
9d9e32fd26,130,132,2,25-05-2024 03:53,25-05-2024 04:43,72.56658606
3323f58a67,74,243,2,25-05-2024 13:50,25-05-2024 14:18,24.98822687
b9fe0aeed3,193,193,2,25-05-2024 12:39,25-05-2024 12:53,38.28891345
9db1995b34,41,243,2,25-05-2024 02:58,25-05-2024 03:37,68.41661877
0692c6141e,62,106,2,25-05-2024 20:21,25-05-2024 20:45,37.26742004
c826c20a5e,74,142,1,25-05-2024 02:25,25-05-2024 02:38,86.23025313
b2a0213e70,260,140,2,25-05-2024 11:18,25-05-2024 12:16,42.65379675
89cbb17eee,166,163,2,25-05-2024 20:12,25-05-2024 20:46,54.34751152
d32faca2f2,74,142,2,25-05-2024 22:13,25-05-2024 22:27,39.26834751
331759ad33,74,238,2,25-05-2024 16:35,25-05-2024 17:08,85.25817225
36c6a874b3,75,140,2,25-05-2024 17:48,25-05-2024 18:02,69.82908224
70f1913602,43,48,2,25-05-2024 08:13,25-05-2024 08:33,48.0965035
6d762f43ce,41,237,2,25-05-2024 00:07,25-05-2024 00:47,29.88533178
a1c29e3668,75,237,2,25-05-2024 21:34,25-05-2024 22:01,13.27493916
2dfc155625,74,166,2,25-05-2024 02:29,25-05-2024 03:16,56.16696517
ba7c7e40e0,74,140,2,25-05-2024 09:02,25-05-2024 09:22,59.32839166
0a8475a77d,74,238,2,25-05-2024 20:25,25-05-2024 20:53,86.58897088
ade7749832,75,43,1,25-05-2024 06:56,25-05-2024 07:11,33.27514475
54e82b4baf,97,17,2,25-05-2024 08:16,25-05-2024 09:07,93.95523006
082c46111c,74,7,2,25-05-2024 22:50,25-05-2024 23:37,12.7700638
22d6566e3a,102,157,2,25-05-2024 15:15,25-05-2024 16:06,35.70576067
53acafdf43,66,37,2,25-05-2024 07:31,25-05-2024 07:55,73.51988034
6411dc8fc1,66,37,2,25-05-2024 15:26,25-05-2024 16:11,57.58155527
d3fc47e1ad,82,256,2,25-05-2024 06:59,25-05-2024 07:46,36.92027802
568cbdd7f6,95,131,2,25-05-2024 13:18,25-05-2024 14:00,33.64689988
3a23c268e9,33,37,2,25-05-2024 09:28,25-05-2024 10:19,48.53240425
e865b11d2d,256,106,2,25-05-2024 01:12,25-05-2024 01:39,31.41496579
25adb11e28,80,188,2,25-05-2024 14:38,25-05-2024 14:57,22.79566297
3615b21b62,166,243,2,25-05-2024 08:55,25-05-2024 09:22,39.49732756
11d59d5ad1,112,33,2,25-05-2024 14:30,25-05-2024 15:12,63.89262073
f80d5cea35,74,244,2,25-05-2024 10:17,25-05-2024 10:39,36.04975401
4d1e7f4fd7,83,256,2,25-05-2024 10:23,25-05-2024 10:41,67.29179703
c8ba1aeb6c,93,260,2,25-05-2024 23:55,26-05-2024 00:29,64.33707815
5f9d13ae04,66,112,2,25-05-2024 21:12,25-05-2024 21:58,50.14228967
b3970dbdd2,74,243,2,25-05-2024 21:10,25-05-2024 21:25,92.52238369
f2529d59da,95,131,2,25-05-2024 12:30,25-05-2024 13:07,53.26655481
e253295997,65,188,2,25-05-2024 18:41,25-05-2024 19:11,58.16744413
809b1e92fd,130,191,2,25-05-2024 15:59,25-05-2024 16:07,84.12548923
db042f0910,82,70,2,25-05-2024 03:36,25-05-2024 04:31,89.01042186
ac1bd90fa4,82,129,2,25-05-2024 12:46,25-05-2024 13:19,46.7128509
c122d832a1,74,244,2,25-05-2024 11:11,25-05-2024 11:31,88.7088242
692bb9c495,74,243,2,25-05-2024 12:55,25-05-2024 13:22,35.81601078
2a6648ac7b,97,61,2,25-05-2024 16:48,25-05-2024 17:19,36.45958049
e6d6e5408f,33,80,2,25-05-2024 11:21,25-05-2024 12:14,62.64712927
67e0ee945d,244,238,2,25-05-2024 04:04,25-05-2024 04:28,27.1577435
c47102601f,74,186,2,25-05-2024 11:54,25-05-2024 12:23,17.19944816
5bf7172422,179,137,2,25-05-2024 22:36,25-05-2024 23:08,48.73410492
659b9f87a9,75,234,2,25-05-2024 01:19,25-05-2024 02:02,44.70473993
8baf79df3b,112,79,2,25-05-2024 01:26,25-05-2024 02:10,73.3741545
38f6d22523,41,162,2,25-05-2024 21:05,25-05-2024 21:51,86.4748073
4fb9d8daaf,66,148,2,25-05-2024 18:46,25-05-2024 19:05,25.39795763
b9dd88335b,66,79,2,25-05-2024 10:33,25-05-2024 10:55,11.49278619
20044a757b,166,141,2,25-05-2024 09:06,25-05-2024 09:48,10.69932306
4a82795120,244,238,2,25-05-2024 12:34,25-05-2024 13:15,94.90138576
f9c125674b,179,233,2,25-05-2024 02:26,25-05-2024 02:46,66.42235999
5122d44c8e,75,170,2,25-05-2024 10:48,25-05-2024 11:32,87.06496527
2ffdbcb1fb,66,90,2,25-05-2024 17:32,25-05-2024 18:06,23.60136572
6c29240b4d,166,141,2,25-05-2024 18:39,25-05-2024 19:07,13.55026956
361232e3b5,244,238,2,25-05-2024 09:14,25-05-2024 10:00,54.15162737
70bda69563,74,142,2,25-05-2024 00:44,25-05-2024 01:25,21.08724272
001d2fe598,244,239,2,25-05-2024 00:25,25-05-2024 00:36,25.41887006
c8e64359e2,47,244,2,25-05-2024 19:13,25-05-2024 19:37,52.51484567
58dea83e8a,244,47,2,25-05-2024 05:11,25-05-2024 05:40,43.7119164
a5fbfdf05b,130,218,2,25-05-2024 21:50,25-05-2024 22:36,36.26425878
e8a2a4b3f7,130,219,2,25-05-2024 19:11,25-05-2024 19:21,54.81738896
7b5e85cb6f,95,216,2,25-05-2024 20:37,25-05-2024 21:36,77.21484231
106420aa61,130,191,2,25-05-2024 12:41,25-05-2024 13:32,53.70418055
d9dad934c8,256,52,2,25-05-2024 15:26,25-05-2024 15:57,67.24129627
d98c41d013,260,112,2,25-05-2024 22:40,25-05-2024 23:13,37.67231659
e12cc10bbb,260,179,2,25-05-2024 06:58,25-05-2024 07:37,51.27784673
b146ffa99e,42,237,2,25-05-2024 05:19,25-05-2024 05:33,47.62008175
411922b50b,75,69,2,25-05-2024 07:37,25-05-2024 08:02,24.76367569
ad124469df,95,130,2,25-05-2024 17:18,25-05-2024 18:07,31.08209156
585886097d,74,244,2,25-05-2024 12:51,25-05-2024 13:21,11.29633902
6efbc14fc4,130,102,2,25-05-2024 12:50,25-05-2024 13:05,21.28542307
e5751191e7,260,255,2,25-05-2024 13:51,25-05-2024 14:25,65.76071715
ba78ab991a,130,258,2,25-05-2024 00:15,25-05-2024 01:11,15.11452464
bcbff0649b,134,216,2,25-05-2024 01:42,25-05-2024 02:17,28.875581
0cce0cadbd,75,168,2,25-05-2024 12:41,25-05-2024 13:04,56.12019096
c1c568816f,95,92,2,25-05-2024 19:43,25-05-2024 20:38,44.11795129
90f76f9beb,75,47,2,25-05-2024 09:57,25-05-2024 10:28,82.42588254
a8ad81c380,95,216,2,25-05-2024 17:35,25-05-2024 17:58,28.61522534
f6a88decf5,166,243,2,25-05-2024 01:39,25-05-2024 02:26,72.67815305
8246123203,75,47,2,25-05-2024 09:10,25-05-2024 09:58,57.09348142
70043286c9,155,124,1,25-05-2024 23:06,25-05-2024 23:27,49.45881731
ad5e3b020c,116,74,2,25-05-2024 14:15,25-05-2024 14:47,11.29714561
f3d409755a,134,216,2,25-05-2024 02:40,25-05-2024 02:58,71.63829834
ee16c5c17c,41,41,2,25-05-2024 20:04,25-05-2024 20:26,55.0533862
01333c6538,92,57,2,25-05-2024 13:39,25-05-2024 14:27,58.43638832
3f4d6ebfca,260,260,2,25-05-2024 16:48,25-05-2024 17:29,74.39962435
5fdd60b811,75,247,1,25-05-2024 21:46,25-05-2024 22:27,70.37747463
df1e3a1aa4,130,218,2,25-05-2024 10:08,25-05-2024 10:49,40.74859783
0f125c4e95,95,92,2,25-05-2024 10:46,25-05-2024 11:31,80.48143318
e4492621a0,260,160,2,25-05-2024 13:28,25-05-2024 13:50,92.21643155
2a375fe386,74,244,2,25-05-2024 14:21,25-05-2024 14:44,29.78383597
4a0aec2fbf,130,216,2,25-05-2024 22:49,25-05-2024 23:10,23.94511351
11cb0c5b01,244,119,2,25-05-2024 13:05,25-05-2024 13:50,15.61426243
9606b2273a,134,216,2,25-05-2024 07:10,25-05-2024 07:45,14.23720929
183db403f9,65,256,2,25-05-2024 12:55,25-05-2024 13:45,82.36965348
f5832c1a43,260,138,2,25-05-2024 06:47,25-05-2024 07:19,16.64107449
606e416f4e,82,138,2,25-05-2024 20:19,25-05-2024 20:34,86.9939935
39425d4df3,173,82,2,25-05-2024 11:21,25-05-2024 12:10,54.90618695
b1b90b0524,11,210,2,25-05-2024 10:26,25-05-2024 10:59,31.49529411
7b0a7d96b6,95,198,2,25-05-2024 15:09,25-05-2024 15:47,65.94729371
7571cbc657,74,127,2,25-05-2024 16:33,25-05-2024 16:42,55.31118641
16d278faf4,42,74,2,25-05-2024 07:49,25-05-2024 08:13,40.23933189
a092854356,196,226,2,25-05-2024 22:37,25-05-2024 22:47,23.57463022
e987b3bbfb,244,241,2,25-05-2024 08:19,25-05-2024 08:56,43.95624211
7a5f861b90,196,7,2,25-05-2024 22:11,25-05-2024 22:46,48.65984887
9fb3eba378,65,62,2,25-05-2024 21:50,25-05-2024 22:07,55.89728881
c59006e5ea,166,166,2,25-05-2024 07:40,25-05-2024 08:13,86.04500799
320d805831,244,151,2,25-05-2024 07:32,25-05-2024 07:59,21.95552441
f1f63689fd,75,116,2,25-05-2024 01:18,25-05-2024 01:47,91.24137843
d5b2634ca2,74,244,1,25-05-2024 08:43,25-05-2024 08:53,53.39912881
94f770a8b8,74,239,2,25-05-2024 23:34,25-05-2024 23:49,62.37755598
c4905d16a5,95,92,2,25-05-2024 00:33,25-05-2024 01:10,25.3235132
879fd4bb74,74,238,2,25-05-2024 02:03,25-05-2024 02:43,65.73312636
196fc63039,65,62,2,25-05-2024 01:47,25-05-2024 02:03,99.876559
8dc2a95fac,25,195,2,25-05-2024 14:13,25-05-2024 14:46,55.38046407
def32c407f,33,190,2,25-05-2024 08:48,25-05-2024 09:36,61.52047152
dcd56541ec,66,80,2,25-05-2024 10:01,25-05-2024 10:15,70.22463161
ccb0e1ea86,264,264,2,25-05-2024 18:31,25-05-2024 19:20,74.42059246
2e91160bc0,75,137,2,25-05-2024 19:14,25-05-2024 19:30,37.1916139
6ac06be115,260,112,2,25-05-2024 13:34,25-05-2024 14:11,52.06714313
b95c2fdb0d,112,65,2,25-05-2024 22:53,25-05-2024 23:27,71.73861847
bb5d592f9f,93,7,2,25-05-2024 19:47,25-05-2024 20:35,24.91896522
8888c2378f,130,191,2,25-05-2024 14:54,25-05-2024 15:27,51.70006853
14e4d1d7cf,75,143,2,25-05-2024 19:59,25-05-2024 20:53,63.90217788
c0a95d485b,41,142,2,25-05-2024 16:35,25-05-2024 17:04,42.66442515
1db8c3f43d,244,238,2,25-05-2024 18:09,25-05-2024 18:57,21.98332585
5d2bdc20a1,43,161,2,25-05-2024 09:57,25-05-2024 10:25,33.51462993
15db8da84f,244,143,2,25-05-2024 11:40,25-05-2024 12:25,20.62901648
7af21374e5,74,36,2,25-05-2024 14:31,25-05-2024 15:18,14.69047948
3d0e77f4d5,41,162,2,25-05-2024 20:12,25-05-2024 20:56,12.5547185
06d10601bf,42,163,2,25-05-2024 09:51,25-05-2024 10:10,62.32859899
21a5dc47dd,42,237,2,25-05-2024 17:14,25-05-2024 17:29,80.10090391
036ada98fb,74,48,2,25-05-2024 10:54,25-05-2024 11:49,74.81414476
58d7e79b35,7,141,2,25-05-2024 06:25,25-05-2024 07:05,54.12765578
de818ff8b0,74,262,2,25-05-2024 18:20,25-05-2024 18:54,31.15081166
908ca8017b,75,100,2,25-05-2024 19:49,25-05-2024 20:16,78.37217532
ddc9a5bafe,41,140,2,25-05-2024 05:24,25-05-2024 05:41,62.78112455
13edc50544,244,238,2,25-05-2024 15:42,25-05-2024 16:13,70.93378134
60c3d21b4c,236,163,2,25-05-2024 17:41,25-05-2024 18:10,68.42062258
c7fb2aac75,166,236,2,25-05-2024 06:06,25-05-2024 06:22,40.85796891
6fdbff7c64,41,161,2,25-05-2024 09:26,25-05-2024 09:38,87.79139573
6bd2e986d8,74,142,1,25-05-2024 20:28,25-05-2024 21:18,57.56236242
5706c20d32,244,238,1,25-05-2024 11:23,25-05-2024 11:40,69.78413775
4eb2f29055,66,233,2,25-05-2024 19:56,25-05-2024 20:31,33.21191234
fe045d52db,112,229,2,25-05-2024 02:12,25-05-2024 02:48,76.95024455
06e4956d82,116,236,2,25-05-2024 20:44,25-05-2024 20:51,37.02245629
facfa7413e,41,140,1,25-05-2024 08:13,25-05-2024 08:27,26.72837209
0d493e8c57,166,170,1,25-05-2024 00:26,25-05-2024 00:40,81.25990448
021ab34b0e,244,238,2,25-05-2024 11:38,25-05-2024 12:01,36.15682862
eab632d030,41,50,2,25-05-2024 14:34,25-05-2024 14:59,80.38146502
d3216ac78f,52,13,1,25-05-2024 18:32,25-05-2024 19:03,21.69981727
6aeedaed35,75,90,1,25-05-2024 06:03,25-05-2024 06:40,62.79309278
6bc028859c,244,238,1,25-05-2024 22:38,25-05-2024 23:22,39.88108436
27e8cdb5e9,75,68,2,25-05-2024 10:27,25-05-2024 11:01,15.31757873
65cf0525af,41,163,2,25-05-2024 05:52,25-05-2024 06:00,35.74745815
7806074113,244,238,2,25-05-2024 23:23,26-05-2024 00:16,31.40222665
1818df9ee9,7,163,2,25-05-2024 06:14,25-05-2024 06:43,75.04930296
ce3c52deb5,74,7,2,25-05-2024 16:46,25-05-2024 17:22,72.6494247
4c5a0fe15d,244,238,1,25-05-2024 13:18,25-05-2024 13:43,45.36030657
dc2f4f65d9,244,238,1,25-05-2024 07:04,25-05-2024 07:34,61.52111566
fdbfd8c7bc,74,170,1,25-05-2024 22:29,25-05-2024 22:38,18.17903604
243ca92970,75,170,1,25-05-2024 19:24,25-05-2024 19:57,37.31743863
6f465a4660,95,138,2,25-05-2024 13:41,25-05-2024 14:20,59.39330504
13a2599786,74,75,2,25-05-2024 15:28,25-05-2024 15:50,40.9347888
c5d7daae72,244,41,2,25-05-2024 20:28,25-05-2024 21:17,74.40421296
cb0d14d275,82,138,2,25-05-2024 00:43,25-05-2024 01:29,15.6760809
cda61b6a36,65,190,2,25-05-2024 14:34,25-05-2024 15:23,80.09077089
2.35E+14,196,28,2,25-05-2024 19:55,25-05-2024 20:10,82.88869301
125a10c53a,97,89,2,25-05-2024 22:24,25-05-2024 23:04,85.00959198
af37718047,97,231,2,25-05-2024 04:34,25-05-2024 05:14,61.00832842
ce507ca1a7,74,239,2,25-05-2024 15:19,25-05-2024 15:25,64.9875945
29548bebe5,244,238,1,25-05-2024 18:10,25-05-2024 19:03,25.94549316
884165a3cf,41,143,2,25-05-2024 19:50,25-05-2024 20:27,44.66929037
2d44ae74a5,74,48,2,25-05-2024 20:55,25-05-2024 21:07,70.4542439
f1f5ad8776,82,138,2,25-05-2024 18:23,25-05-2024 18:35,34.9971369
d05415508f,7,142,2,25-05-2024 21:44,25-05-2024 22:15,42.93015132
d84d0ed209,43,164,1,25-05-2024 08:38,25-05-2024 08:54,23.13554408
4c89c14bc0,75,141,2,25-05-2024 10:42,25-05-2024 11:29,83.46781922
b8a7c8245c,74,239,1,25-05-2024 21:00,25-05-2024 21:21,32.69212166
21457e29d8,244,151,2,25-05-2024 22:55,25-05-2024 23:08,13.02399611
3323edcacc,116,50,2,25-05-2024 13:13,25-05-2024 13:21,86.81330904
8b8363fe5a,166,163,2,25-05-2024 21:43,25-05-2024 22:09,78.43478441
09b0444e25,41,161,2,25-05-2024 10:57,25-05-2024 11:35,53.97168647
61fc0544df,74,239,2,25-05-2024 22:47,25-05-2024 23:03,37.19763438
92db968925,75,162,2,25-05-2024 10:59,25-05-2024 11:54,31.22975296
2032ccf954,43,162,2,25-05-2024 12:12,25-05-2024 12:33,29.4389724
d8cbf083f8,74,239,2,25-05-2024 04:05,25-05-2024 04:15,81.21256705
f290c7338c,75,161,2,25-05-2024 14:10,25-05-2024 14:57,21.45520894
8285aecda5,41,230,2,25-05-2024 20:24,25-05-2024 20:54,29.5982683
e4cbbba958,116,50,2,25-05-2024 23:36,26-05-2024 00:30,84.32768195
a24ed12bbc,74,162,2,25-05-2024 05:59,25-05-2024 06:18,40.09251043
69e3af5f8a,43,43,2,25-05-2024 18:23,25-05-2024 19:12,72.52968083
09b6db4320,7,229,2,25-05-2024 05:05,25-05-2024 05:48,87.46997103
4840a4903a,41,236,2,25-05-2024 08:40,25-05-2024 08:48,87.75339207
a91652bd99,75,43,2,25-05-2024 10:43,25-05-2024 10:55,77.70350675
76578c8029,75,239,2,25-05-2024 14:38,25-05-2024 15:08,29.82891323
9d0dec2dfd,74,68,2,25-05-2024 17:58,25-05-2024 18:44,81.41086713
73a07ed6aa,42,239,2,25-05-2024 10:35,25-05-2024 10:55,68.99068726
ff1720240d,43,48,2,25-05-2024 05:52,25-05-2024 06:10,15.07059974
bfce168ecf,75,140,2,25-05-2024 08:26,25-05-2024 08:47,59.71092904
1f250b7921,244,238,2,25-05-2024 03:54,25-05-2024 04:46,86.96782703
e59f8d8223,74,244,1,25-05-2024 12:39,25-05-2024 13:33,99.36482467
2753a5b1d6,74,152,1,25-05-2024 05:28,25-05-2024 06:03,53.40353877
6fbd526ba9,82,130,1,25-05-2024 13:57,25-05-2024 14:52,23.83754252
e60e30d01c,25,188,1,25-05-2024 11:21,25-05-2024 12:10,84.66611576
e74dbdad49,255,146,1,25-05-2024 05:03,25-05-2024 05:43,29.2326649
6788645240,66,4,1,25-05-2024 16:09,25-05-2024 16:42,13.948385
8098d7b1aa,75,137,1,25-05-2024 08:59,25-05-2024 09:20,41.7654842
9267c972d4,74,140,1,25-05-2024 23:42,26-05-2024 00:34,76.2834165
67a615d441,74,223,2,25-05-2024 12:56,25-05-2024 13:14,47.74499473
75019c5f05,74,223,2,25-05-2024 03:15,25-05-2024 04:10,48.64343704
b17dc3849c,7,140,1,25-05-2024 22:08,25-05-2024 22:35,34.31707953
8a9396776d,74,140,1,25-05-2024 14:22,25-05-2024 14:43,64.04093975
15b32997fc,41,237,2,25-05-2024 10:14,25-05-2024 10:29,13.3872204
5608091a0d,24,262,2,25-05-2024 14:22,25-05-2024 14:51,77.63967739
3d8107e901,75,142,2,25-05-2024 09:45,25-05-2024 10:05,29.26089666
510687b2dd,74,140,2,25-05-2024 09:31,25-05-2024 09:55,24.43527413
52d1078b73,74,194,2,25-05-2024 08:45,25-05-2024 08:57,14.2705742
1755817499,74,238,2,25-05-2024 12:53,25-05-2024 13:43,56.49539805
89a1d5c8e6,75,137,2,25-05-2024 02:17,25-05-2024 02:53,29.91743999
95da4c7737,75,230,2,25-05-2024 09:32,25-05-2024 09:55,82.29974684
a8586eca52,166,237,1,25-05-2024 23:17,25-05-2024 23:37,26.65884857
39c2946d3b,74,140,1,25-05-2024 17:12,25-05-2024 17:49,26.23730326
5a301c5596,75,229,2,25-05-2024 08:18,25-05-2024 08:28,29.02798924
e442ccb2fa,166,140,2,25-05-2024 19:10,25-05-2024 19:36,16.83314926
74ebecbc64,65,79,2,25-05-2024 21:52,25-05-2024 22:49,82.33514262
0a6f09352f,75,142,1,25-05-2024 01:55,25-05-2024 02:03,59.41179906
e20ce669e5,74,68,2,25-05-2024 06:32,25-05-2024 07:28,12.60779034
3e7310b134,75,161,2,25-05-2024 02:08,25-05-2024 02:55,43.72264838
c940ffd9a0,41,142,2,25-05-2024 21:47,25-05-2024 22:31,75.79701863
e6e0898847,43,141,2,25-05-2024 21:54,25-05-2024 22:42,95.7260278
8653927b32,43,230,2,25-05-2024 16:29,25-05-2024 16:57,72.13718799
f18e2d788c,95,130,2,25-05-2024 14:06,25-05-2024 14:59,71.88155696
94cdcb3d32,130,132,2,25-05-2024 18:09,25-05-2024 18:33,50.69196435
0a1f7b19f5,152,263,2,25-05-2024 22:09,25-05-2024 22:58,21.18761176
6c44f4a912,157,79,2,25-05-2024 08:24,25-05-2024 09:13,81.58211721
5c09d16e30,42,161,2,25-05-2024 00:12,25-05-2024 00:44,19.68078461
30cf32f3c6,74,140,2,25-05-2024 13:00,25-05-2024 13:26,35.30909349
8d034b03bb,166,262,2,25-05-2024 21:08,25-05-2024 22:02,80.29977486
fb9378c068,74,237,2,25-05-2024 06:15,25-05-2024 06:57,51.69001236
20f212fb95,42,237,2,25-05-2024 00:13,25-05-2024 00:21,48.03367805
cbe5d2d989,75,142,2,25-05-2024 16:58,25-05-2024 17:15,30.62952615
1ab6aacd2d,166,143,2,25-05-2024 21:57,25-05-2024 22:48,80.44967454
253a2a2f29,43,68,2,25-05-2024 05:49,25-05-2024 06:41,86.31989858
91a5ecb5dd,244,239,2,25-05-2024 18:45,25-05-2024 19:09,67.03895214
a9819157a5,75,186,1,25-05-2024 04:56,25-05-2024 05:06,58.71280411
05ef28cdba,97,87,2,25-05-2024 02:56,25-05-2024 03:50,54.72229225
edb1dafa48,75,170,2,25-05-2024 18:38,25-05-2024 19:23,60.40154518
81d7e72842,74,141,1,25-05-2024 01:21,25-05-2024 01:40,18.09863746
bc702d44e7,181,13,2,25-05-2024 11:55,25-05-2024 12:53,31.28331516
01fe734e7a,74,239,2,25-05-2024 17:53,25-05-2024 18:33,68.87270525
a70633505e,75,161,2,25-05-2024 05:04,25-05-2024 05:49,33.97495358
afa41ab1d9,80,170,2,25-05-2024 23:49,26-05-2024 00:12,31.51623884
fd9b6bc542,75,68,2,25-05-2024 11:02,25-05-2024 11:42,45.58474584
f95f4ef26d,42,43,2,25-05-2024 16:58,25-05-2024 17:52,80.67809477
3b537d014b,75,68,2,25-05-2024 07:28,25-05-2024 07:39,46.05140904
845c616447,75,142,1,25-05-2024 11:54,25-05-2024 12:00,43.63895639
98fd358af7,74,7,2,25-05-2024 23:23,25-05-2024 23:40,63.40973311
cceaefc58a,75,164,2,25-05-2024 01:46,25-05-2024 02:06,83.92539346
940b3fdbec,75,164,1,25-05-2024 05:18,25-05-2024 05:39,37.25112713
fb614362ab,43,48,2,25-05-2024 14:41,25-05-2024 15:36,79.11185079
7982e832df,41,229,2,25-05-2024 08:25,25-05-2024 09:02,40.01312493
ad6982bb33,75,50,2,25-05-2024 07:04,25-05-2024 07:12,35.28941674
5bfd1d2e10,75,230,2,25-05-2024 04:57,25-05-2024 05:39,44.82555262
12df135dff,166,142,2,25-05-2024 10:25,25-05-2024 10:53,40.30388725
f4f67870c6,75,140,1,25-05-2024 20:15,25-05-2024 20:57,86.49638658
37e8dbb8b3,52,231,2,25-05-2024 04:38,25-05-2024 04:57,33.92613992
b1d3f9600c,41,163,2,25-05-2024 20:45,25-05-2024 21:28,25.17026927
860354761f,166,163,2,25-05-2024 09:13,25-05-2024 10:00,33.38122219
